active,id,name
True,232080,calco-pxsf002.calco.cloud.lcl
True,232079,calco-ttrkwb002.calco.cloud.lcl
True,231709,CALCO-TONSRP001.CALCO.cloud.lcl
True,231708,CALCO-TONSOL001.CALCO.cloud.lcl
True,231707,CALCO-TONSJB001.CALCO.cloud.lcl
True,231706,CALCO-TONSAP001.CALCO.cloud.lcl
True,231705,CALCO-PXSF002.CALCO.cloud.lcl
True,231704,CALCO-PONSRP101.CALCO.cloud.lcl
True,231703,CALCO-PONSOL101.CALCO.cloud.lcl
True,231702,CALCO-PONSJB101.CALCO.cloud.lcl
True,231701,CALCO-PONSAP101.CALCO.cloud.lcl
